genotype	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
WATDE1004	-0.0407656	-0.0104549	0.102839	-0.0267671	-0.0327662	0.0198441	-0.0716145	-0.0445503	-0.0575471	0.00537944
WATDE1005	-0.0105425	0.0228966	0.0533362	-0.0289556	-0.0190972	0.00731358	-0.0589471	-0.0541632	-0.0883898	0.0185789
WATDE1008	-0.0551375	0.0121466	0.0362582	0.00192957	0.0124689	0.0400832	-0.0479848	-0.0321767	-0.00971332	0.0203551
WATDE1009	-0.0543858	-0.0132866	0.0824241	-0.0110732	-0.01429	0.0407581	-0.0767792	-0.0291394	-0.0564127	0.0223527
WATDE1010	-0.025796	-0.00970734	0.109063	-0.0354003	-0.0426879	0.00745629	-0.074996	-0.0457667	-0.105963	-0.00664988
WATDE1012	0.00418859	0.00392583	0.053699	-0.0254924	-0.0150264	-0.01571	-0.00017411	0.0143725	-0.0165868	0.0143403
WATDE1014	0.0110914	0.0427069	0.0166236	-0.0275561	0.00179329	-0.00882325	0.00544471	0.0111073	0.0110495	-0.00225387
WATDE1016	0.0129795	0.0536644	0.0154734	-0.0285351	0.00537574	-0.0119745	0.00996292	0.0139618	0.0170359	0.00125174
WATDE1017	-0.0155344	-0.0117374	0.0948482	-0.0255146	-0.0418111	0.0128972	-0.078828	-0.0345707	-0.09919	-0.00785792
WATDE1018	-0.0153469	-0.0116454	0.0945485	-0.025146	-0.0417282	0.0129259	-0.0786304	-0.0346146	-0.0995007	-0.00819802
WATDE1019	0.0184715	0.0186048	-0.0319941	0.0318434	0.0104523	0.0183469	-0.0283444	0.0054986	-0.0116988	0.0186305
WATDE1021	0.0182563	0.0603994	0.0125046	-0.0351343	0.010053	-0.0131929	0.0058893	0.0231416	0.0177908	-0.0049506
WATDE1023	0.0180191	0.0601416	0.0123922	-0.0347689	0.00991734	-0.013296	0.00592815	0.0228731	0.0176194	-0.00481783
WATDE1025	-0.0100494	0.00830808	0.065328	-0.0326935	-0.0191069	-0.000421985	-0.0149221	0.0117662	-0.0210075	-0.0041891
WATDE1026	-0.0450467	0.00738475	0.0267028	0.00383457	-0.000843444	0.0166642	-0.0149202	-0.0318312	0.0369968	0.00176387
WATDE1027	0.0184363	0.0128346	-0.00735361	0.0152189	-0.00315103	0.00274697	-0.00764898	-0.0238745	-0.0012485	0.0132356
WATDE1029	-0.0779939	0.0107197	-0.0105339	0.026466	0.0377526	0.0419632	0.0368035	-0.00710842	0.0123653	-0.00400111
WATDE1031	-0.031532	-0.0180403	0.118626	-0.0196283	-0.0422946	0.0070859	-0.0615583	-0.0735264	-0.0665619	-0.0540514
WATDE1032	-0.0315789	-0.0176746	0.117363	-0.0193141	-0.0419729	0.00669982	-0.0607792	-0.0729007	-0.0657092	-0.0536009
WATDE1034	-0.0799917	0.014926	0.00833109	0.0234725	0.0311461	0.0475101	0.00576419	-0.0198909	0.0868491	0.011992
WATDE1035	-0.0800787	0.0149274	0.0084199	0.0234642	0.0312107	0.0476827	0.00567947	-0.0199304	0.0871401	0.0120174
WATDE1037	-0.0973072	-0.0331728	-0.0454471	0.014314	-0.0844778	-0.15342	-0.017161	0.0375129	-0.00437301	-0.0285553
WATDE1038	-0.0554125	0.011418	-0.0196177	0.00813271	0.0106023	0.00212454	0.0202099	0.00299836	-0.00503999	0.016705
WATDE1040	-0.0778197	-0.0123254	0.0385694	0.0154109	0.014761	0.0437306	0.00741867	0.00436263	0.0723572	0.0128696
WATDE1042	0.000328714	0.0174854	-0.000666628	0.0083904	0.00411472	0.0056174	-0.0153091	0.00964726	0.00936743	-0.00304021
WATDE1044	-0.0224052	0.0137882	-0.048755	-0.00317088	-0.0347585	-0.0694641	-0.0170665	-0.0380311	-0.0180307	0.0297938
WATDE1046	-0.0259614	0.0165762	-0.0634058	-0.00128411	-0.0573123	-0.108461	-0.028816	-0.0371464	0.00270552	0.042955
WATDE1048	-0.0875297	-0.0297813	-0.0360436	0.0060629	-0.0872316	-0.160211	-0.00928971	0.0211416	0.0039657	-0.0256345
WATDE1049	0.0160015	0.0485037	0.00981146	-0.0261715	0.0105087	-0.0135588	0.0224418	0.00585214	-0.023189	0.0340102
WATDE1050	0.0159985	0.0485041	0.00981363	-0.0261483	0.0105048	-0.0135502	0.0224365	0.00582947	-0.0232046	0.0339879
WATDE1051	-0.044562	-0.0123133	-0.00144752	-0.00899224	-0.0525865	-0.0872686	-0.00429161	0.0324039	0.000421346	-0.0273228
WATDE1052	-0.0239506	0.0197324	-0.0110856	-0.0194456	-0.0146312	-0.0365936	0.00631983	0.0144412	-0.00951552	-0.0414646
WATDE1053	-0.0237125	0.0226432	-0.0097362	-0.0167875	-0.0158151	-0.038564	0.00310486	0.0159468	-0.00644002	-0.0426072
WATDE1055	-0.0380116	0.0109444	-0.0430226	0.0133285	-0.0416004	-0.090754	-0.0212205	-0.0235379	0.00469516	0.0279913
WATDE1056	-0.0962655	-0.0316399	-0.0432579	0.0179667	-0.0844134	-0.159694	-0.0176313	0.0359324	-0.00413103	-0.0309784
WATDE1058	-0.0962564	-0.0316163	-0.043263	0.0179674	-0.0843952	-0.159665	-0.0176222	0.0359371	-0.004118	-0.0309833
WATDE1060	-0.0269151	0.0158515	-0.00736367	0.024827	0.024636	0.0249799	-0.00326503	0.0145885	-0.00946294	0.0115101
WATDE1061	0.0263206	-0.0414896	0.00201853	0.0296779	-0.0153778	0.0122258	-0.0241585	0.0574596	-0.0115967	0.00340739
WATDE1062	0.0137915	0.0366006	-0.0166668	0.0205823	0.0170398	0.0109411	-0.0349723	0.0497692	0.00539747	-0.00274618
